20180701 170000;1.167600;1.168350;1.167390;1.168270;0
20180701 170100;1.168220;1.168500;1.168220;1.168500;0
20180701 170200;1.168450;1.168500;1.167670;1.167930;0
20180701 170300;1.168200;1.168430;1.167800;1.168310;0
20180701 170400;1.168300;1.168920;1.168300;1.168420;0
20180701 170500;1.168720;1.168720;1.167820;1.168070;0
20180701 170600;1.168160;1.168160;1.167330;1.167420;0
20180701 170700;1.167410;1.167480;1.167390;1.167470;0
20180701 170800;1.167410;1.167410;1.167410;1.167410;0
20180701 170900;1.167420;1.167420;1.167270;1.167270;0
20180701 171000;1.167270;1.167290;1.166940;1.166940;0
20180701 171100;1.166940;1.167810;1.166920;1.167790;0
20180701 171200;1.167810;1.168370;1.167490;1.167820;0
20180701 171300;1.167860;1.167860;1.167860;1.167860;0
20180701 171400;1.167730;1.167730;1.167730;1.167730;0
20180701 171500;1.167660;1.167860;1.167380;1.167410;0
20180701 171600;1.167470;1.167760;1.167420;1.167720;0
20180701 171700;1.167760;1.167760;1.167480;1.167480;0
20180701 171800;1.167480;1.167480;1.166950;1.166950;0
20180701 171900;1.166960;1.166960;1.166100;1.166540;0
20180701 172000;1.166570;1.166800;1.166530;1.166780;0
20180701 172100;1.166800;1.167000;1.166720;1.166720;0
20180701 172200;1.166730;1.166730;1.166390;1.166610;0
20180701 172300;1.166600;1.166630;1.166510;1.166520;0
20180701 172400;1.166510;1.166610;1.166480;1.166480;0
20180701 172500;1.166500;1.166520;1.166450;1.166450;0
20180701 172600;1.166450;1.166450;1.166450;1.166450;0
20180701 172700;1.166450;1.166520;1.166450;1.166490;0
20180701 172800;1.166500;1.166550;1.166500;1.166540;0
20180701 172900;1.166550;1.166550;1.166500;1.166500;0
20180701 173000;1.166500;1.166500;1.166450;1.166450;0
20180701 173100;1.166700;1.166700;1.166450;1.166450;0
20180701 173200;1.166430;1.166450;1.166430;1.166450;0
20180701 173300;1.166450;1.166490;1.166450;1.166450;0
20180701 173400;1.166450;1.166450;1.166440;1.166450;0
20180701 173500;1.166350;1.166350;1.166050;1.166310;0
20180701 173600;1.166270;1.166580;1.166030;1.166360;0
20180701 173700;1.166350;1.166590;1.166280;1.166380;0
20180701 173800;1.166380;1.166570;1.166380;1.166570;0
20180701 173900;1.166600;1.166600;1.166500;1.166510;0
20180701 174000;1.166510;1.166580;1.166490;1.166580;0
20180701 174100;1.166580;1.166580;1.166580;1.166580;0
20180701 174200;1.166580;1.166580;1.166580;1.166580;0
20180701 174300;1.166580;1.166580;1.166580;1.166580;0
20180701 174400;1.166580;1.167810;1.166580;1.167000;0
20180701 174500;1.167030;1.167630;1.166560;1.166870;0
20180701 174600;1.166880;1.166910;1.166840;1.166860;0
20180701 174700;1.166840;1.166950;1.166330;1.166520;0
20180701 174800;1.166550;1.166550;1.166550;1.166550;0
20180701 174900;1.166550;1.166640;1.166440;1.166440;0
20180701 175000;1.166430;1.166460;1.166390;1.166400;0
20180701 175100;1.166420;1.166440;1.166370;1.166400;0
20180701 175200;1.166410;1.166580;1.166410;1.166580;0
20180701 175300;1.166590;1.166600;1.166590;1.166590;0
20180701 175400;1.166580;1.166580;1.166560;1.166580;0
20180701 175500;1.166590;1.166670;1.166560;1.166590;0
